network,edge_id,h3_cell,h3_resolution,edge_length_m_projected,edge_length_m_sumo,buffer_m,sample_step_m,ring_k,lane_count,speed_mps,edge_type,edge_function,net_file
ingolstadt_custom2,-160314345#4,8a1f8d98b187fff,10,74.561,74.56,20.0,25.03504839,0,2,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-160314345#4,8a1f8d98b1b7fff,10,74.561,74.56,20.0,25.03504839,0,2,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-160314345#5,8a1f8d98b187fff,10,79.953,79.96,20.0,25.03504839,0,2,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-160314345#5,8a1f8d98b18ffff,10,79.953,79.96,20.0,25.03504839,0,2,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-160314346#0,8a1f8d98bcd7fff,10,53.513,53.51,20.0,25.03504839,0,2,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-160314346#1,8a1f8d98bcd7fff,10,39.423,39.42,20.0,25.03504839,0,2,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-160314351#0,8a1f8d98b527fff,10,37.595,37.6,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-160314351#1,8a1f8d98b527fff,10,2.579,2.58,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-164051413,8a1f8d98b4affff,10,8.93,8.93,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-164078530,8a1f8d98864ffff,10,0.202,0.2,20.0,25.03504839,0,3,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#0,8a1f8d98aa87fff,10,9.75,9.75,20.0,25.03504839,0,3,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#1,8a1f8d98aaaffff,10,7.114,7.11,20.0,25.03504839,0,4,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#2.164,8a1f8d98aaa7fff,10,38.746,38.75,20.0,25.03504839,0,3,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#2.164,8a1f8d98aaaffff,10,38.746,38.75,20.0,25.03504839,0,3,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#2.210,8a1f8d98aaaffff,10,56.977,56.98,20.0,25.03504839,0,4,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#3,8a1f8d98aa17fff,10,184.742,184.74,20.0,25.03504839,0,2,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#3,8a1f8d98aaa7fff,10,184.742,184.74,20.0,25.03504839,0,2,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#3,8a1f8d98ab8ffff,10,184.742,184.74,20.0,25.03504839,0,2,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170018165#3,8a1f8d98abaffff,10,184.742,184.74,20.0,25.03504839,0,2,16.67,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170425366#6,8a1f8d98a0cffff,10,277.828,277.84,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170425366#6,8a1f8d98a397fff,10,277.828,277.84,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-170425366#6,8a1f8d98a767fff,10,277.828,277.84,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-173169611#0,8a1f8d8a4b37fff,10,69.996,70.0,20.0,25.03504839,0,2,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-173177776#1,8a1f8d98a757fff,10,46.398,46.39,20.0,25.03504839,0,1,2.78,highway.living_street,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-173177776#1,8a1f8d98a75ffff,10,46.398,46.39,20.0,25.03504839,0,1,2.78,highway.living_street,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-173203413#7,8a1f8d98bd87fff,10,183.361,183.36,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-173203413#7,8a1f8d98bd8ffff,10,183.361,183.36,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-173203413#7,8a1f8d98bd9ffff,10,183.361,183.36,20.0,25.03504839,0,2,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-174800513,8a1f8d98bc1ffff,10,12.096,12.1,20.0,25.03504839,0,3,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809672#1,8a1f8d98a3b7fff,10,11.332,11.33,20.0,25.03504839,0,2,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809672#4,8a1f8d98a397fff,10,75.948,75.94,20.0,25.03504839,0,2,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809672#4,8a1f8d98a3b7fff,10,75.948,75.94,20.0,25.03504839,0,2,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809672#5,8a1f8d98a397fff,10,1.092,1.09,20.0,25.03504839,0,2,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809672#6,8a1f8d98a397fff,10,46.16,46.16,20.0,25.03504839,0,2,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809672#6,8a1f8d98a767fff,10,46.16,46.16,20.0,25.03504839,0,2,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809672#7,8a1f8d98a767fff,10,40.894,40.9,20.0,25.03504839,0,2,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809673#1.275,8a1f8d98a60ffff,10,34.435,34.45,20.0,25.03504839,0,3,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809673#1.275,8a1f8d98a677fff,10,34.435,34.45,20.0,25.03504839,0,3,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809673#6,8a1f8d98a60ffff,10,434.658,434.66,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809673#6,8a1f8d98a617fff,10,434.658,434.66,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809673#6,8a1f8d98a61ffff,10,434.658,434.66,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18809673#6,8a1f8d98a78ffff,10,434.658,434.66,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#1,8a1f8d98a647fff,10,57.177,57.17,20.0,25.03504839,0,3,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#1,8a1f8d98a677fff,10,57.177,57.17,20.0,25.03504839,0,3,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#6,8a1f8d8a4937fff,10,223.103,223.1,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#6,8a1f8d98a647fff,10,223.103,223.1,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#6,8a1f8d98a66ffff,10,223.103,223.1,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#7,8a1f8d8a4927fff,10,296.041,296.04,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#7,8a1f8d8a492ffff,10,296.041,296.04,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#7,8a1f8d8a4937fff,10,296.041,296.04,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#8,8a1f8d8a492ffff,10,124.736,124.74,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-18813598#8,8a1f8d8a4977fff,10,124.736,124.74,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201089420#1,8a1f8d988697fff,10,67.867,67.87,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201089420#1,8a1f8d98aa6ffff,10,67.867,67.87,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201089423#1,8a1f8d98b42ffff,10,60.276,60.28,20.0,25.03504839,0,3,13.89,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201089423#1,8a1f8d98b55ffff,10,60.276,60.28,20.0,25.03504839,0,3,13.89,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201089423#2,8a1f8d98b42ffff,10,47.066,47.06,20.0,25.03504839,0,3,13.89,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#0,8a1f8d98bc07fff,10,78.046,78.04,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#0,8a1f8d98bc37fff,10,78.046,78.04,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#0.78,8a1f8d98bc07fff,10,53.36,53.62,20.0,25.03504839,0,3,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#1,8a1f8d98bc37fff,10,11.369,11.37,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#2,8a1f8d98bc37fff,10,108.697,108.69,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#2,8a1f8d98bd1ffff,10,108.697,108.69,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#6,8a1f8d98bd17fff,10,183.205,183.2,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#6,8a1f8d98bd1ffff,10,183.205,183.2,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#6,8a1f8d98bd37fff,10,183.205,183.2,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#7,8a1f8d98bd37fff,10,21.912,21.91,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
ingolstadt_custom2,-201201945#8,8a1f8d98aa6ffff,10,100.875,100.87,20.0,25.03504839,0,2,13.89,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/ingolstadt_custom2/ingolstadt_custom2.net.xml
