hex_id,edge_id
8a1f8d98a2c7fff,25145014#1
8a1f8d98a2c7fff,25187891
8a1f8d98a2cffff,25145014#0
8a1f8d98a2cffff,25145014#1
8a1f8d98a2e7fff,-136728347#4
8a1f8d98a2effff,-136728347#4
8a1f8d98a2effff,25187891
8a1f8d98a327fff,176550246
8a1f8d98a327fff,176550249#0
8a1f8d98a327fff,201201953#10
8a1f8d98a327fff,201201953#12
8a1f8d98a327fff,201238719#0
8a1f8d98a327fff,201238730
8a1f8d98a32ffff,176550249#0
8a1f8d98a32ffff,176550249#1
8a1f8d98a32ffff,201201953#10
8a1f8d98a347fff,24634510#6
8a1f8d98a34ffff,24634510#1
8a1f8d98a34ffff,24634510#6
8a1f8d98a35ffff,204588664#0
8a1f8d98a367fff,176550249#1
8a1f8d98a367fff,176550249#2
8a1f8d98a367fff,201201953#10
8a1f8d98a367fff,201201953#4
8a1f8d98a36ffff,176550249#2
8a1f8d98a36ffff,176550249#3
8a1f8d98a36ffff,201201953#4
8a1f8d98a377fff,176550249#1
8a1f8d98a387fff,-22716072#3
8a1f8d98a38ffff,-22716072#3
8a1f8d98a38ffff,24634517#1
8a1f8d98a39ffff,-22716072#3
8a1f8d98a3b7fff,-18809672#1
8a1f8d98a3b7fff,-22716072#3
8a1f8d98a3b7fff,-285549250#1
8a1f8d98aa0ffff,-224892361#2
8a1f8d98aa0ffff,-224892361#6
8a1f8d98aa0ffff,224892339#0
8a1f8d98aa17fff,-170018165#3
8a1f8d98aa17fff,170018165#2
8a1f8d98aa17fff,170018165#2.175
8a1f8d98aa1ffff,-224892361#6
8a1f8d98aa2ffff,-224892361#1
8a1f8d98aa2ffff,-224892361#2
8a1f8d98aa2ffff,224892339#0
8a1f8d98aa2ffff,286646456#1
8a1f8d98aa37fff,170018165#2.175
8a1f8d98aa87fff,-170018165#0
8a1f8d98aa87fff,137133006#0
8a1f8d98aa8ffff,137133006#0
8a1f8d98aa8ffff,170018165#0
8a1f8d98aa8ffff,201238719#0
8a1f8d98aa97fff,201238729#3
8a1f8d98aa9ffff,128361109#1
8a1f8d98aa9ffff,128361109#3
8a1f8d98aa9ffff,128361109#4
8a1f8d98aa9ffff,137133006#0
8a1f8d98aa9ffff,137133006#1
8a1f8d98aa9ffff,201238729#1
8a1f8d98aa9ffff,201238729#2
8a1f8d98aa9ffff,201238729#3
8a1f8d98aaa7fff,-170018165#2.164
8a1f8d98aaa7fff,-170018165#3
8a1f8d98aaa7fff,170018165#2
8a1f8d98aaaffff,-170018165#1
8a1f8d98aaaffff,-170018165#2.164
8a1f8d98aaaffff,-170018165#2.210
8a1f8d98aaaffff,-224892361#8
8a1f8d98aaaffff,170018165#0
8a1f8d98aaaffff,170018165#1
8a1f8d98aaaffff,170018165#2
8a1f8d98aad7fff,201201953#10
8a1f8d98aadffff,176550249#1
8a1f8d98aadffff,201201953#10
8a1f8d98aaf7fff,-224892361#6
8a1f8d98aaf7fff,-224892361#8
8a1f8d98ab17fff,-306240162#1
8a1f8d98ab17fff,306240162#0
8a1f8d98ab37fff,-306240162#1
8a1f8d98ab37fff,306240162#0
8a1f8d98ab4ffff,-612075153#0
8a1f8d98ab4ffff,-612075153#1
8a1f8d98ab4ffff,315358255#0
8a1f8d98ab4ffff,315358257#0
8a1f8d98ab4ffff,315358257#0.43
8a1f8d98ab4ffff,399835085#0
8a1f8d98ab5ffff,315358255#0
8a1f8d98ab67fff,399835085#1
8a1f8d98ab6ffff,399835085#0
8a1f8d98ab6ffff,399835085#1
8a1f8d98ab8ffff,-170018165#3
8a1f8d98ab8ffff,170018165#2.175
8a1f8d98abaffff,-170018165#3
8a1f8d98abaffff,-306240162#1
8a1f8d98abaffff,306240162#0
8a1f8d98b017fff,24608844
8a1f8d98b01ffff,-266565295#5
8a1f8d98b01ffff,266565295#5
8a1f8d98b037fff,24608844
8a1f8d98b087fff,32978638#0
8a1f8d98b087fff,51857517#0.33
8a1f8d98b087fff,51857517#1
8a1f8d98b087fff,51857518#1
8a1f8d98b09ffff,32978638#0
8a1f8d98b0a7fff,168702040#1
8a1f8d98b0a7fff,168702040#2
8a1f8d98b0a7fff,32124637#1
8a1f8d98b0affff,-266565295#5
8a1f8d98b0affff,24608844
8a1f8d98b0affff,266565295#5
8a1f8d98b0affff,32124634
8a1f8d98b0affff,32124637#0
8a1f8d98b0affff,32124637#1
8a1f8d98b0affff,32999435
8a1f8d98b0affff,51857516#1
8a1f8d98b0b7fff,168702039#1
8a1f8d98b0b7fff,168702040#2
8a1f8d98b0b7fff,168702040#3
8a1f8d98b0b7fff,168702040#4
8a1f8d98b0b7fff,315358253#2
8a1f8d98b0b7fff,32999110#0
8a1f8d98b0b7fff,402600768#0
8a1f8d98b0b7fff,402600768#1
8a1f8d98b0b7fff,51857517#0
8a1f8d98b0b7fff,51857517#0.33
8a1f8d98b117fff,272042143
8a1f8d98b117fff,315358242#3
8a1f8d98b137fff,315358242#1
8a1f8d98b137fff,315358242#2
8a1f8d98b137fff,315358242#3
8a1f8d98b197fff,24634414#2
8a1f8d98b197fff,24634416
8a1f8d98b19ffff,24634416
8a1f8d98b19ffff,315358253#1
8a1f8d98b1a7fff,-24634417
8a1f8d98b1a7fff,136436466
8a1f8d98b1a7fff,202092676#0
8a1f8d98b1a7fff,272042143
8a1f8d98b1a7fff,315358251#1
8a1f8d98b1a7fff,386687235
8a1f8d98b1a7fff,386687239#1
8a1f8d98b1a7fff,386687242
8a1f8d98b1affff,272042143
8a1f8d98b1affff,386687235
8a1f8d98b1b7fff,-24634417
8a1f8d98b1b7fff,160314345#2
8a1f8d98b1b7fff,160314345#3
8a1f8d98b1b7fff,24634414#1
8a1f8d98b1b7fff,24634414#2
8a1f8d98b427fff,24634507
8a1f8d98b48ffff,10425609#0
8a1f8d98b48ffff,10425609#1
8a1f8d98b48ffff,201963537#1
8a1f8d98b4a7fff,-653473569#4
8a1f8d98b4a7fff,-653473569#5
8a1f8d98b4affff,-164051413
8a1f8d98b4affff,-653473569#5
8a1f8d98b4affff,201963537#1
8a1f8d98b4b7fff,-25145011#0
8a1f8d98b4b7fff,-653473569#2
8a1f8d98b4b7fff,-653473569#4
8a1f8d98b51ffff,24634507
8a1f8d98b547fff,-24634414#5
8a1f8d98b547fff,-24693977#1
8a1f8d98b547fff,-32999434#1
8a1f8d98b547fff,168702039#1
8a1f8d98b547fff,24693977#1
8a1f8d98b547fff,32999110#0
8a1f8d98b547fff,32999434#0
8a1f8d98b557fff,-24693977#0
8a1f8d98b557fff,-24693977#1
8a1f8d98b557fff,24634507
8a1f8d98b557fff,24634508
8a1f8d98b557fff,24693977#0
8a1f8d98b557fff,24693977#1
8a1f8d98b55ffff,-24693977#0
8a1f8d98b55ffff,-32999434#1
8a1f8d98b55ffff,24693977#0
8a1f8d98b55ffff,32999434#0
8a1f8d98b56ffff,-24634414#4
8a1f8d98b56ffff,-24634414#5
8a1f8d98b56ffff,-24634415
8a1f8d98b56ffff,168702039#1
8a1f8d98b56ffff,24634415
8a1f8d98b56ffff,315358253#2
8a1f8d98b56ffff,32999110#0
8a1f8d98b577fff,-24693977#1
8a1f8d98b577fff,-315392062#4
8a1f8d98b577fff,24634508
8a1f8d98b577fff,315392062#0
8a1f8d98b587fff,-22716069#1
8a1f8d98b587fff,-25145011#2
8a1f8d98b58ffff,-25145011#2
8a1f8d98b597fff,-22716069#1
8a1f8d98b597fff,-22716069#2
8a1f8d98b59ffff,-22716069#2
8a1f8d98b59ffff,-25145011#0
8a1f8d98b59ffff,-25145011#2
8a1f8d98b5a7fff,-22690205#1
8a1f8d98b5a7fff,22716069#0
8a1f8d98b5a7fff,233675413#4
8a1f8d98b5affff,-25145011#2
8a1f8d98b5affff,233675413#4
8a1f8d98b5b7fff,22716069#0
8a1f8d98b5b7fff,25145014#0
8a1f8d98b887fff,129379925
8a1f8d98b887fff,315358242#0
8a1f8d98b89ffff,315358242#0
8a1f8d98b89ffff,315358242#1
8a1f8d98b8a7fff,-315358252#1
8a1f8d98b8a7fff,-40888351#6
8a1f8d98b8a7fff,-447569997#0
8a1f8d98b8a7fff,-447569998#1
8a1f8d98b8a7fff,129379918#0
8a1f8d98b8a7fff,129379925
8a1f8d98b8a7fff,315358252#0
8a1f8d98b8a7fff,447569997#0
8a1f8d98b8a7fff,447569997#1
8a1f8d98b8affff,-447569998#1
8a1f8d98b8affff,447569997#1
8a1f8d98b8b7fff,-26677416#7
8a1f8d98b8b7fff,-40888351#0
8a1f8d98b8b7fff,-40888351#2
8a1f8d98b8b7fff,-40888351#6
8a1f8d98b8b7fff,26677416#4
8a1f8d98b987fff,-129379922
8a1f8d98b987fff,-315358246
8a1f8d98b987fff,129379922
8a1f8d98b987fff,315358246
8a1f8d98b987fff,315358252#0
8a1f8d98b98ffff,-129379922
8a1f8d98b98ffff,-315358252#1
8a1f8d98b98ffff,315358252#0
8a1f8d98b997fff,-26677416#3
8a1f8d98b997fff,-26677540#0
8a1f8d98b997fff,-26677540#1
8a1f8d98b997fff,-26677541
8a1f8d98b997fff,26677416#3
8a1f8d98b997fff,26677540#0
8a1f8d98b99ffff,-26677416#3
8a1f8d98b99ffff,-26677416#7
8a1f8d98b99ffff,-26677539
8a1f8d98b99ffff,-315358252#1
8a1f8d98b99ffff,26677416#3
8a1f8d98b99ffff,26677416#4
8a1f8d98b99ffff,315358252#0
8a1f8d98b9a7fff,-129379920#0
8a1f8d98b9a7fff,-129379920#1
8a1f8d98b9a7fff,-129379921#1
8a1f8d98b9a7fff,-315358246
8a1f8d98b9a7fff,129379920#0
8a1f8d98b9a7fff,129379920#1
8a1f8d98b9a7fff,129379921#1
8a1f8d98b9a7fff,315358246
8a1f8d98b9b7fff,-26677541
8a1f8d98bc07fff,-201201945#0
8a1f8d98bc07fff,-201201945#0.78
8a1f8d98bc07fff,201201953#0
8a1f8d98bc07fff,23166741#5
8a1f8d98bc0ffff,-24634411
8a1f8d98bc0ffff,201201950#0
8a1f8d98bc0ffff,201201950#1
8a1f8d98bc0ffff,23166741#5
8a1f8d98bc17fff,176550249#4
8a1f8d98bc17fff,201201953#0
8a1f8d98bc17fff,201201953#2
8a1f8d98bc1ffff,-174800513
8a1f8d98bc1ffff,-201238718#0
8a1f8d98bc1ffff,-201238718#1
8a1f8d98bc1ffff,-201238724
8a1f8d98bc1ffff,174800513
8a1f8d98bc1ffff,176550249#4
8a1f8d98bc1ffff,201201950#0
8a1f8d98bc1ffff,201238718#0
8a1f8d98bc1ffff,201238718#1
8a1f8d98bc27fff,-26677213#5
8a1f8d98bc27fff,136436468#1
8a1f8d98bc37fff,-201201945#0
8a1f8d98bc37fff,-201201945#1
8a1f8d98bc37fff,136436468#1
8a1f8d98bc4ffff,315358242#3
8a1f8d98bc4ffff,386687242
8a1f8d98bc57fff,201201950#1
8a1f8d98bc57fff,201201950#2
8a1f8d98bc57fff,201201950#3
8a1f8d98bc57fff,23166741#2
8a1f8d98bc57fff,24634413#0
8a1f8d98bc5ffff,201201950#3
8a1f8d98bc5ffff,201201950#4
8a1f8d98bc5ffff,23166741#0
8a1f8d98bc5ffff,23166741#2
8a1f8d98bc5ffff,24634414#0
8a1f8d98bc5ffff,24634414#1
8a1f8d98bc5ffff,272042143
8a1f8d98bc5ffff,386687239#0
8a1f8d98bc87fff,24634510#0
8a1f8d98bc87fff,24634510#1
8a1f8d98bc8ffff,-201238724
8a1f8d98bc8ffff,24634510#0
8a1f8d98bc97fff,24634510#1
8a1f8d98bca7fff,176550249#3
8a1f8d98bca7fff,176550249#4
8a1f8d98bca7fff,201201953#2
8a1f8d98bcaffff,-201238724
8a1f8d98bcc7fff,-24634411
8a1f8d98bcc7fff,-315392062#4
8a1f8d98bcc7fff,160314345#1
8a1f8d98bcc7fff,201238718#0
8a1f8d98bcc7fff,315392062#0
8a1f8d98bccffff,160314345#1
8a1f8d98bccffff,160314345#2
8a1f8d98bccffff,24634413#0
8a1f8d98bccffff,24634414#2
8a1f8d98bcd7fff,-201238718#0
8a1f8d98bcdffff,-315392062#4
8a1f8d98bcdffff,315392062#0
8a1f8d98bce7fff,-24634411
8a1f8d98bceffff,24634413#0
8a1f8d98bceffff,24634414#1
8a1f8d98bcf7fff,-201238718#0
8a1f8d98bcf7fff,201238718#0
8a1f8d98bd07fff,-201950259#3
8a1f8d98bd07fff,-26677213#5
8a1f8d98bd0ffff,-26677213#5
8a1f8d98bd27fff,-201950259#3
8a1f8d98bd27fff,-201950259#6
8a1f8d98bd47fff,-201950250#2
8a1f8d98bd47fff,-40888351#0
8a1f8d98bd6ffff,-201950250#2
8a1f8d98bd6ffff,-26677539
8a1f8d98bd6ffff,-40888351#0
8a1f8d98bd9ffff,176550249#3
8a1f8d98bd9ffff,201201953#2
8a1f8d98bd9ffff,201201953#4
