network,edge_id,h3_cell,h3_resolution,edge_length_m_projected,edge_length_m_sumo,buffer_m,sample_step_m,ring_k,lane_count,speed_mps,edge_type,edge_function,net_file
provins,-1024000564#0,881fb0a1adfffff,8,51.357,51.36,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1024000564#1,881fb0a1adfffff,8,28.569,28.56,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1024000567,881fb0a1adfffff,8,29.298,29.29,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1024000569,881fb0a1a9fffff,8,55.278,55.27,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1024000569,881fb0a1adfffff,8,55.278,55.27,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1025279530,881fb0aa8bfffff,8,248.607,248.6,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1025279530,881fb0aa9dfffff,8,248.607,248.6,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298899#0,881fb0aa99fffff,8,88.519,88.51,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298899#1,881fb0aa99fffff,8,51.789,51.78,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298900,881fb0aa99fffff,8,29.324,29.33,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298901,881fb0aa99fffff,8,70.217,70.22,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298902,881fb0aa99fffff,8,29.562,29.57,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298903,881fb0aa99fffff,8,42.367,42.37,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298905#0,881fb0aa99fffff,8,0.197,0.2,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298905#1,881fb0aa99fffff,8,33.573,33.57,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1030298907,881fb0aa99fffff,8,19.494,19.5,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1042625787,881fb0a1a5fffff,8,20.132,20.13,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740844,881fb0aad1fffff,8,29.97,29.97,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740845,881fb0aad1fffff,8,61.312,61.32,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740846,881fb0aad1fffff,8,44.565,44.57,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740847,881fb0a1adfffff,8,56.249,56.24,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740848,881fb0a1a1fffff,8,58.025,58.03,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740849,881fb0a1adfffff,8,43.615,43.61,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740852,881fb0a1a1fffff,8,19.626,19.62,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740853#0,881fb0a1a1fffff,8,55.249,55.25,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740853#1,881fb0a1a1fffff,8,31.228,31.22,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740854#0,881fb0a1a1fffff,8,85.027,85.03,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740854#1,881fb0a1a1fffff,8,4.286,4.28,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740854#2,881fb0a1a1fffff,8,27.591,27.59,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740855,881fb0a1a1fffff,8,113.812,113.81,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740856,881fb0a1a1fffff,8,66.623,66.62,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740862#0,881fb0a1a1fffff,8,81.382,81.38,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740862#1,881fb0a1a1fffff,8,42.488,42.49,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740862#2,881fb0a1a1fffff,8,41.416,41.42,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740867,881fb0a1a1fffff,8,21.903,21.9,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740868,881fb0a1a1fffff,8,12.01,12.01,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740869#0,881fb0a1a1fffff,8,7.023,7.03,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740869#1,881fb0a1a1fffff,8,5.35,5.34,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740870#0,881fb0a1a1fffff,8,58.618,58.62,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740870#1,881fb0a1a1fffff,8,5.743,5.74,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740870#2,881fb0a1a1fffff,8,12.737,12.74,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740872,881fb0aad3fffff,8,27.555,27.56,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740873,881fb0aad3fffff,8,39.716,39.72,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740875,881fb0a1a5fffff,8,154.566,154.56,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740875,881fb0aa99fffff,8,154.566,154.56,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740876,881fb0aad7fffff,8,256.148,256.14,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740877#0,881fb0aa9bfffff,8,9.81,9.81,20.0,175.3666233,0,1,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740877#1,881fb0aa9bfffff,8,40.81,40.81,20.0,175.3666233,0,1,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740877#2,881fb0aa9bfffff,8,4.31,4.31,20.0,175.3666233,0,1,8.33,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740879,881fb0aa9bfffff,8,205.214,205.21,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740880#0,881fb0aa9bfffff,8,178.997,179.0,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1057740880#1,881fb0aa9bfffff,8,10.443,10.45,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-106219259,881fb0aa91fffff,8,390.031,390.03,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-106219259,881fb0aa95fffff,8,390.031,390.03,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-106219260#0,881fb0aa91fffff,8,162.322,162.33,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-106219260#1,881fb0aa91fffff,8,549.339,549.34,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-106219260#1,881fb0aa93fffff,8,549.339,549.34,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-106219260#1,881fb0aa97fffff,8,549.339,549.34,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214627,881fb0a1adfffff,8,7.318,7.32,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214628#0,881fb0a1adfffff,8,1.683,1.69,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214628#1,881fb0a1adfffff,8,36.602,36.6,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214628#2,881fb0a1adfffff,8,59.819,59.81,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214629,881fb0a1adfffff,8,27.471,27.47,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214630,881fb0a1e7fffff,8,65.335,65.33,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214634,881fb0a1e7fffff,8,107.96,107.95,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214645,881fb0a1adfffff,8,48.163,48.18,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214647#0,881fb0a1a9fffff,8,14.126,14.13,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1066214647#1,881fb0a1a9fffff,8,18.971,18.97,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723589,881fb0aa9dfffff,8,78.839,78.84,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723591,881fb0aa9dfffff,8,43.894,43.89,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723592,881fb0aa9dfffff,8,90.956,90.96,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723593,881fb0aa9dfffff,8,17.649,17.65,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723596,881fb0aa9dfffff,8,97.172,97.17,20.0,175.3666233,0,1,13.89,highway.unclassified,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723598,881fb0aa9dfffff,8,29.458,29.47,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723600#0,881fb0aa9dfffff,8,9.049,9.05,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723600#1,881fb0aa9dfffff,8,63.8,63.8,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723600#2,881fb0aa9dfffff,8,63.864,63.86,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723603,881fb0aa9dfffff,8,18.245,18.25,20.0,175.3666233,0,1,22.22,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723609#0,881fb0aa9dfffff,8,15.357,15.35,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1079723609#1,881fb0aa9dfffff,8,14.612,14.61,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466835#0,881fb0a1a5fffff,8,7.85,7.85,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466835#1,881fb0a1a5fffff,8,75.95,75.95,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466838#0,881fb0a1a5fffff,8,2.581,2.58,20.0,175.3666233,0,1,22.22,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466838#1,881fb0a1a5fffff,8,0.257,0.25,20.0,175.3666233,0,1,22.22,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466839,881fb0a1a5fffff,8,14.407,14.41,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466840#0,881fb0a1a5fffff,8,0.206,0.2,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466840#1,881fb0a1a5fffff,8,0.759,0.75,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466840#2,881fb0a1a5fffff,8,36.164,36.17,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466849,881fb0a1a5fffff,8,16.925,16.92,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1088466873,881fb0a1a5fffff,8,134.903,134.9,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1102935201,881fb0aad7fffff,8,8.249,8.24,20.0,175.3666233,0,1,13.89,highway.primary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1102935203,881fb0aa9bfffff,8,8.971,8.97,20.0,175.3666233,0,1,27.78,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1102935205,881fb0aa9bfffff,8,121.182,121.18,20.0,175.3666233,0,1,27.78,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771198#0,881fb0a1adfffff,8,19.438,19.43,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771198#1,881fb0a1adfffff,8,0.192,0.2,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771199#0,881fb0a1adfffff,8,7.671,7.67,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771199#1,881fb0a1adfffff,8,15.385,15.39,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771199#2,881fb0a1a5fffff,8,24.961,24.97,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771199#2,881fb0a1adfffff,8,24.961,24.97,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771199#3,881fb0a1a5fffff,8,0.197,0.2,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109771199#4,881fb0a1a5fffff,8,9.902,9.89,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109772709,881fb0af4dfffff,8,111.731,111.73,20.0,175.3666233,0,1,27.78,highway.primary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109772710,881fb0aa9bfffff,8,149.165,149.17,20.0,175.3666233,0,1,27.78,highway.primary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109772710,881fb0af4dfffff,8,149.165,149.17,20.0,175.3666233,0,1,27.78,highway.primary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109772714,881fb0aa9bfffff,8,49.671,49.68,20.0,175.3666233,0,1,5.56,highway.path,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109772718,881fb0aa99fffff,8,0.201,0.2,20.0,175.3666233,0,1,22.22,highway.secondary_link,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1109772719,881fb0aa99fffff,8,0.201,0.2,20.0,175.3666233,0,1,22.22,highway.tertiary_link,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119243207,881fb0aadbfffff,8,107.352,107.36,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245056,881fb0a1e7fffff,8,51.813,51.82,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245057#0,881fb0a1adfffff,8,102.959,102.95,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245057#1,881fb0a1adfffff,8,56.571,56.57,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245057#2,881fb0a1a9fffff,8,127.503,127.5,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245057#2,881fb0a1adfffff,8,127.503,127.5,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245057#3,881fb0a1a9fffff,8,41.655,41.65,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245058,881fb0a1a9fffff,8,61.216,61.21,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245059#0,881fb0a1a9fffff,8,0.197,0.2,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245059#1,881fb0a1e7fffff,8,2.264,2.27,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245060#0,881fb0a1adfffff,8,22.84,22.85,20.0,175.3666233,0,1,27.78,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245060#1,881fb0a1adfffff,8,26.578,26.58,20.0,175.3666233,0,1,27.78,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245060#2,881fb0a1adfffff,8,4.553,4.56,20.0,175.3666233,0,1,27.78,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245061,881fb0a1adfffff,8,60.136,60.14,20.0,175.3666233,0,1,27.78,highway.secondary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245070,881fb0a1adfffff,8,3.283,3.28,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245071,881fb0a1adfffff,8,60.859,60.86,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245074,881fb0aadbfffff,8,48.589,48.59,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245473,881fb0a1a5fffff,8,0.202,0.2,20.0,175.3666233,0,1,5.56,highway.path,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245692,881fb0a1a5fffff,8,44.112,44.11,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1119245693,881fb0a1a5fffff,8,0.199,0.2,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1162674260,881fb0a1a5fffff,8,0.204,0.2,20.0,175.3666233,0,1,22.22,highway.tertiary,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1165362989,881fb0aad1fffff,8,9.724,9.72,20.0,175.3666233,0,1,2.78,highway.living_street,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1165362990#0,881fb0aad1fffff,8,12.424,12.42,20.0,175.3666233,0,1,2.78,highway.living_street,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1165362990#1,881fb0aad1fffff,8,8.408,8.41,20.0,175.3666233,0,1,2.78,highway.living_street,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1165362991,881fb0aadbfffff,8,0.202,0.2,20.0,175.3666233,0,1,5.56,highway.track,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1174006416#0,881fb0a1a1fffff,8,10.032,10.03,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1174006416#1,881fb0a1a1fffff,8,0.367,0.36,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1174006416#2,881fb0a1a1fffff,8,0.197,0.2,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1174006416#3,881fb0a1a1fffff,8,6.22,6.22,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
provins,-1174006416#4,881fb0a1a1fffff,8,7.867,7.87,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/provins/provins.net.xml
