network,edge_id,h3_cell,h3_resolution,edge_length_m_projected,edge_length_m_sumo,buffer_m,sample_step_m,ring_k,lane_count,speed_mps,edge_type,edge_function,net_file
saint_arnoult,-100525438#0,881fb6a755fffff,8,89.957,89.95,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-100525438#1,881fb6a743fffff,8,165.261,165.25,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-100525438#2,881fb6a743fffff,8,61.73,61.73,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-100525440,881fb6a743fffff,8,25.642,25.65,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-100525445,881fb6a709fffff,8,77.635,77.64,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-1006827381,881fb6a755fffff,8,5.516,5.52,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101411571#0,881fb6a709fffff,8,0.201,0.2,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101411571#1,881fb6a709fffff,8,2.528,2.52,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101415864#0,881fb6a755fffff,8,54.163,54.16,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101415864#1,881fb6a755fffff,8,59.885,59.89,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101415865#0,881fb6a709fffff,8,254.218,254.21,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101415865#0,881fb6a70dfffff,8,254.218,254.21,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101415865#1,881fb6a70dfffff,8,45.433,45.43,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101415865#2,881fb6a70dfffff,8,186.388,186.38,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101416507,881fb6a755fffff,8,121.69,121.68,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101416509,881fb6a755fffff,8,84.073,84.07,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418584#0,881fb6a747fffff,8,196.604,196.6,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418584#1,881fb6a709fffff,8,222.857,222.86,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418584#1,881fb6a747fffff,8,222.857,222.86,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418584#2,881fb6a709fffff,8,69.848,69.85,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418584#3,881fb6a709fffff,8,19.263,19.26,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418584#4,881fb6a709fffff,8,0.796,0.8,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418587,881fb6a709fffff,8,19.423,19.43,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418587,881fb6a743fffff,8,19.423,19.43,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418589,881fb6a709fffff,8,1.302,1.3,20.0,175.3666233,0,1,2.78,highway.living_street,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418591,881fb6a709fffff,8,5.651,5.65,20.0,175.3666233,0,1,2.78,highway.living_street,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418592,881fb6a709fffff,8,44.268,44.27,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101418592,881fb6a743fffff,8,44.268,44.27,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101594809#0,881fb6a755fffff,8,230.743,230.75,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101594809#1,881fb6a755fffff,8,49.388,49.39,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101594826,881fb6a743fffff,8,134.09,134.09,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101594830,881fb6a755fffff,8,137.24,137.24,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101594836#0,881fb6a755fffff,8,37.682,37.68,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101594836#1,881fb6a755fffff,8,142.146,142.15,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101594843,881fb6a755fffff,8,74.435,74.43,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599070,881fb6a74bfffff,8,156.42,156.41,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599072,881fb6a755fffff,8,70.673,70.67,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599076#0,881fb6a75dfffff,8,136.596,136.6,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599076#1,881fb6a75dfffff,8,0.216,0.21,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599081#0,881fb6a74bfffff,8,31.155,31.15,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599081#0,881fb6a75dfffff,8,31.155,31.15,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599081#1,881fb6a75dfffff,8,16.551,16.54,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599083#0,881fb6a743fffff,8,69.843,69.85,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101599083#1,881fb6a75dfffff,8,0.218,0.22,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101600741#0,881fb6a743fffff,8,104.591,104.59,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101600741#1,881fb6a743fffff,8,142.3,142.29,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101600741#2,881fb6a743fffff,8,15.552,15.55,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101600741#3,881fb6a75dfffff,8,73.819,73.82,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101600741#4,881fb6a75dfffff,8,43.521,43.52,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601551,881fb6a75dfffff,8,99.822,99.83,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601553#0,881fb6a75dfffff,8,36.96,36.96,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601553#1,881fb6a743fffff,8,170.189,170.19,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601553#1,881fb6a75dfffff,8,170.189,170.19,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601557,881fb6a75dfffff,8,15.651,15.65,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601559,881fb6a743fffff,8,109.709,109.71,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601561,881fb6a75dfffff,8,87.406,87.4,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601563,881fb6a743fffff,8,46.082,46.08,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601564,881fb6a743fffff,8,58.156,58.16,20.0,175.3666233,0,1,5.56,highway.service,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601830,881fb6a743fffff,8,39.593,39.59,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601831,881fb6a743fffff,8,224.514,224.51,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601832#0,881fb6a743fffff,8,81.626,81.62,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601832#1,881fb6a743fffff,8,16.507,16.5,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101601832#2,881fb6a743fffff,8,131.872,131.88,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604496#0,881fb6a743fffff,8,65.981,65.98,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604496#1,881fb6a743fffff,8,44.863,44.86,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604497,881fb6a743fffff,8,8.388,8.39,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604499,881fb6a743fffff,8,43.921,43.92,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604502,881fb6a743fffff,8,87.205,87.2,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604503,881fb6a743fffff,8,18.79,18.79,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604508,881fb6a743fffff,8,152.116,152.11,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604511,881fb6a743fffff,8,13.922,13.92,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604513#0,881fb6a743fffff,8,46.117,46.12,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604513#1,881fb6a743fffff,8,49.912,49.91,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604518,881fb6a743fffff,8,10.099,10.1,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101604521,881fb6a743fffff,8,177.703,177.71,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605219,881fb6a743fffff,8,341.282,341.28,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605947#0,881fb6a743fffff,8,37.91,37.91,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605947#1,881fb6a743fffff,8,78.863,78.86,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605947#2,881fb6a743fffff,8,13.137,13.13,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605948,881fb6a747fffff,8,121.457,121.46,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605949,881fb6a743fffff,8,20.08,20.09,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605950,881fb6a747fffff,8,25.213,25.22,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605951#0,881fb6a747fffff,8,56.853,56.86,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605951#1,881fb6a747fffff,8,53.471,53.47,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605951#2,881fb6a747fffff,8,12.934,12.93,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605951#3,881fb6a743fffff,8,171.478,171.48,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605951#3,881fb6a747fffff,8,171.478,171.48,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605951#4,881fb6a743fffff,8,0.197,0.2,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101605951#5,881fb6a743fffff,8,76.96,76.96,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101606546,881fb6a747fffff,8,78.819,78.82,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101606547#0,881fb6a747fffff,8,105.359,105.35,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101606547#1,881fb6a747fffff,8,0.198,0.2,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101606547#2,881fb6a747fffff,8,76.785,76.79,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101606549,881fb6a747fffff,8,38.729,38.73,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607098#0,881fb6a755fffff,8,91.754,91.76,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607098#1,881fb6a755fffff,8,58.079,58.08,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607098#2,881fb6a755fffff,8,38.872,38.88,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607101,881fb6a755fffff,8,24.495,24.49,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607965,881fb6a755fffff,8,23.295,23.3,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607966#0,881fb6a75dfffff,8,168.589,168.59,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607966#1,881fb6a75dfffff,8,72.993,73.0,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607967#0,881fb6a755fffff,8,29.781,29.78,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101607967#1,881fb6a755fffff,8,59.341,59.33,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101608824,881fb6a755fffff,8,64.628,64.63,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101608824,881fb6a75dfffff,8,64.628,64.63,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101608827,881fb6a75dfffff,8,77.559,77.56,20.0,175.3666233,0,1,8.33,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
saint_arnoult,-101608828,881fb6a75dfffff,8,57.703,57.7,20.0,175.3666233,0,1,13.89,highway.residential,,networks/COeXISTENCE-PROJECT URB main networks/saint_arnoult/saint_arnoult.net.xml
